ref_date,year,month,geo,price_category,value,status,value_last_year,yoy_change,event
2001-10,2001,10,"St. John's, Newfoundland and Labrador",Total (house and land),50.6,normal,49.5,2.222222222222225,Stable
2001-11,2001,11,"St. John's, Newfoundland and Labrador",Total (house and land),50.6,normal,49.5,2.222222222222225,Stable
2001-12,2001,12,"St. John's, Newfoundland and Labrador",Total (house and land),50.6,normal,49.5,2.222222222222225,Stable
2002-01,2002,1,"St. John's, Newfoundland and Labrador",Total (house and land),50.6,normal,49.5,2.222222222222225,Stable
2002-02,2002,2,"St. John's, Newfoundland and Labrador",Total (house and land),51.2,normal,49.5,3.4343434343434396,Stable
2002-03,2002,3,"St. John's, Newfoundland and Labrador",Total (house and land),51.4,normal,49.5,3.8383838383838356,Stable
2002-04,2002,4,"St. John's, Newfoundland and Labrador",Total (house and land),51.3,normal,49.5,3.6363636363636305,Stable
2002-05,2002,5,"St. John's, Newfoundland and Labrador",Total (house and land),52.0,normal,49.6,4.838709677419352,Stable
2002-06,2002,6,"St. John's, Newfoundland and Labrador",Total (house and land),52.1,normal,49.4,5.465587044534419,Stable
2002-07,2002,7,"St. John's, Newfoundland and Labrador",Total (house and land),52.3,normal,50.6,3.359683794466395,Stable
2002-08,2002,8,"St. John's, Newfoundland and Labrador",Total (house and land),52.6,normal,50.6,3.9525691699604746,Stable
2002-09,2002,9,"St. John's, Newfoundland and Labrador",Total (house and land),53.1,normal,50.6,4.940711462450593,Stable
2002-10,2002,10,"St. John's, Newfoundland and Labrador",Total (house and land),53.2,normal,50.6,5.13833992094862,Stable
2002-11,2002,11,"St. John's, Newfoundland and Labrador",Total (house and land),53.3,normal,50.6,5.335968379446632,Stable
2002-12,2002,12,"St. John's, Newfoundland and Labrador",Total (house and land),53.4,normal,50.6,5.533596837944659,Stable
2003-01,2003,1,"St. John's, Newfoundland and Labrador",Total (house and land),53.5,normal,50.6,5.731225296442685,Stable
2003-02,2003,2,"St. John's, Newfoundland and Labrador",Total (house and land),53.7,normal,51.2,4.8828125,Stable
2003-03,2003,3,"St. John's, Newfoundland and Labrador",Total (house and land),53.7,normal,51.4,4.474708171206234,Stable
2003-04,2003,4,"St. John's, Newfoundland and Labrador",Total (house and land),54.0,normal,51.3,5.263157894736848,Stable
2003-05,2003,5,"St. John's, Newfoundland and Labrador",Total (house and land),54.1,normal,52.0,4.038461538461542,Stable
2003-06,2003,6,"St. John's, Newfoundland and Labrador",Total (house and land),54.3,normal,52.1,4.222648752399224,Stable
2003-07,2003,7,"St. John's, Newfoundland and Labrador",Total (house and land),54.3,normal,52.3,3.824091778202677,Stable
2003-08,2003,8,"St. John's, Newfoundland and Labrador",Total (house and land),54.5,normal,52.6,3.612167300380225,Stable
2003-09,2003,9,"St. John's, Newfoundland and Labrador",Total (house and land),55.3,normal,53.1,4.143126177024474,Stable
2003-10,2003,10,"St. John's, Newfoundland and Labrador",Total (house and land),55.3,normal,53.2,3.9473684210526208,Stable
2003-11,2003,11,"St. John's, Newfoundland and Labrador",Total (house and land),55.3,normal,53.3,3.75234521575985,Stable
2003-12,2003,12,"St. John's, Newfoundland and Labrador",Total (house and land),55.5,normal,53.4,3.932584269662924,Stable
2004-01,2004,1,"St. John's, Newfoundland and Labrador",Total (house and land),55.4,normal,53.5,3.551401869158876,Stable
2004-02,2004,2,"St. John's, Newfoundland and Labrador",Total (house and land),55.7,normal,53.7,3.7243947858472994,Stable
2004-03,2004,3,"St. John's, Newfoundland and Labrador",Total (house and land),56.0,normal,53.7,4.28305400372439,Stable
2004-04,2004,4,"St. John's, Newfoundland and Labrador",Total (house and land),56.2,normal,54.0,4.074074074074079,Stable
2004-05,2004,5,"St. John's, Newfoundland and Labrador",Total (house and land),56.8,normal,54.1,4.990757855822543,Stable
2004-06,2004,6,"St. John's, Newfoundland and Labrador",Total (house and land),57.2,normal,54.3,5.340699815837948,Stable
2004-07,2004,7,"St. John's, Newfoundland and Labrador",Total (house and land),57.9,normal,54.3,6.629834254143649,Stable
2004-08,2004,8,"St. John's, Newfoundland and Labrador",Total (house and land),58.3,normal,54.5,6.972477064220178,Stable
2004-09,2004,9,"St. John's, Newfoundland and Labrador",Total (house and land),58.5,normal,55.3,5.786618444846298,Stable
2004-10,2004,10,"St. John's, Newfoundland and Labrador",Total (house and land),58.5,normal,55.3,5.786618444846298,Stable
2004-11,2004,11,"St. John's, Newfoundland and Labrador",Total (house and land),59.2,normal,55.3,7.05244122965643,Stable
2004-12,2004,12,"St. John's, Newfoundland and Labrador",Total (house and land),59.2,normal,55.5,6.666666666666672,Stable
2005-01,2005,1,"St. John's, Newfoundland and Labrador",Total (house and land),59.7,normal,55.4,7.761732851985567,Stable
2005-02,2005,2,"St. John's, Newfoundland and Labrador",Total (house and land),59.9,normal,55.7,7.5403949730700095,Stable
2005-03,2005,3,"St. John's, Newfoundland and Labrador",Total (house and land),60.0,normal,56.0,7.142857142857142,Stable
2005-04,2005,4,"St. John's, Newfoundland and Labrador",Total (house and land),59.9,normal,56.2,6.5836298932384265,Stable
2005-05,2005,5,"St. John's, Newfoundland and Labrador",Total (house and land),60.7,normal,56.8,6.866197183098602,Stable
2005-06,2005,6,"St. John's, Newfoundland and Labrador",Total (house and land),60.7,normal,57.2,6.118881118881118,Stable
2005-07,2005,7,"St. John's, Newfoundland and Labrador",Total (house and land),60.7,normal,57.9,4.83592400690847,Stable
2005-08,2005,8,"St. John's, Newfoundland and Labrador",Total (house and land),60.8,normal,58.3,4.288164665523157,Stable
2005-09,2005,9,"St. John's, Newfoundland and Labrador",Total (house and land),61.1,normal,58.5,4.444444444444446,Stable
2005-10,2005,10,"St. John's, Newfoundland and Labrador",Total (house and land),61.4,normal,58.5,4.957264957264955,Stable
2005-11,2005,11,"St. John's, Newfoundland and Labrador",Total (house and land),61.4,normal,59.2,3.7162162162162087,Stable
2005-12,2005,12,"St. John's, Newfoundland and Labrador",Total (house and land),61.5,normal,59.2,3.88513513513513,Stable
2006-01,2006,1,"St. John's, Newfoundland and Labrador",Total (house and land),61.5,normal,59.7,3.015075376884417,Stable
2006-02,2006,2,"St. John's, Newfoundland and Labrador",Total (house and land),61.9,normal,59.9,3.33889816360601,Stable
2006-03,2006,3,"St. John's, Newfoundland and Labrador",Total (house and land),61.8,normal,60.0,2.9999999999999956,Stable
2006-04,2006,4,"St. John's, Newfoundland and Labrador",Total (house and land),61.8,normal,59.9,3.171953255425707,Stable
2006-05,2006,5,"St. John's, Newfoundland and Labrador",Total (house and land),62.1,normal,60.7,2.3064250411861593,Stable
2006-06,2006,6,"St. John's, Newfoundland and Labrador",Total (house and land),62.1,normal,60.7,2.3064250411861593,Stable
2006-07,2006,7,"St. John's, Newfoundland and Labrador",Total (house and land),63.8,normal,60.7,5.1070840197693474,Stable
2006-08,2006,8,"St. John's, Newfoundland and Labrador",Total (house and land),63.9,normal,60.8,5.098684210526319,Stable
2006-09,2006,9,"St. John's, Newfoundland and Labrador",Total (house and land),63.6,normal,61.1,4.091653027823241,Stable
2006-10,2006,10,"St. John's, Newfoundland and Labrador",Total (house and land),63.6,normal,61.4,3.5830618892508186,Stable
2006-11,2006,11,"St. John's, Newfoundland and Labrador",Total (house and land),64.0,normal,61.4,4.23452768729642,Stable
2006-12,2006,12,"St. John's, Newfoundland and Labrador",Total (house and land),64.1,normal,61.5,4.227642276422755,Stable
2007-01,2007,1,"St. John's, Newfoundland and Labrador",Total (house and land),64.1,normal,61.5,4.227642276422755,Stable
2007-02,2007,2,"St. John's, Newfoundland and Labrador",Total (house and land),64.1,normal,61.9,3.5541195476575056,Stable
2007-03,2007,3,"St. John's, Newfoundland and Labrador",Total (house and land),64.3,normal,61.8,4.045307443365696,Stable
2007-04,2007,4,"St. John's, Newfoundland and Labrador",Total (house and land),64.2,normal,61.8,3.8834951456310773,Stable
2007-05,2007,5,"St. John's, Newfoundland and Labrador",Total (house and land),65.1,normal,62.1,4.830917874396123,Stable
2007-06,2007,6,"St. John's, Newfoundland and Labrador",Total (house and land),65.1,normal,62.1,4.830917874396123,Stable
2007-07,2007,7,"St. John's, Newfoundland and Labrador",Total (house and land),65.9,normal,63.8,3.2915360501567537,Stable
2007-08,2007,8,"St. John's, Newfoundland and Labrador",Total (house and land),66.7,normal,63.9,4.381846635367769,Stable
2007-09,2007,9,"St. John's, Newfoundland and Labrador",Total (house and land),67.3,normal,63.6,5.817610062893075,Stable
2007-10,2007,10,"St. John's, Newfoundland and Labrador",Total (house and land),67.9,normal,63.6,6.761006289308183,Stable
2007-11,2007,11,"St. John's, Newfoundland and Labrador",Total (house and land),68.3,normal,64.0,6.718749999999996,Stable
2007-12,2007,12,"St. John's, Newfoundland and Labrador",Total (house and land),69.2,normal,64.1,7.956318252730123,Stable
2008-01,2008,1,"St. John's, Newfoundland and Labrador",Total (house and land),69.9,normal,64.1,9.048361934477397,Stable
2008-02,2008,2,"St. John's, Newfoundland and Labrador",Total (house and land),72.0,normal,64.1,12.324492979719198,Stable
2008-03,2008,3,"St. John's, Newfoundland and Labrador",Total (house and land),72.1,normal,64.3,12.130637636080866,Stable
2008-04,2008,4,"St. John's, Newfoundland and Labrador",Total (house and land),74.6,normal,64.2,16.199376947040484,Boom
2008-05,2008,5,"St. John's, Newfoundland and Labrador",Total (house and land),77.4,normal,65.1,18.89400921658988,Boom
2008-06,2008,6,"St. John's, Newfoundland and Labrador",Total (house and land),79.6,normal,65.1,22.27342549923195,Boom
2008-07,2008,7,"St. John's, Newfoundland and Labrador",Total (house and land),82.0,normal,65.9,24.430955993930187,Boom
2008-08,2008,8,"St. John's, Newfoundland and Labrador",Total (house and land),82.6,normal,66.7,23.838080959520227,Boom
2008-09,2008,9,"St. John's, Newfoundland and Labrador",Total (house and land),82.6,normal,67.3,22.734026745913816,Boom
2008-10,2008,10,"St. John's, Newfoundland and Labrador",Total (house and land),83.0,normal,67.9,22.23858615611192,Boom
2008-11,2008,11,"St. John's, Newfoundland and Labrador",Total (house and land),85.9,normal,68.3,25.768667642752575,Boom
2008-12,2008,12,"St. John's, Newfoundland and Labrador",Total (house and land),86.0,normal,69.2,24.27745664739884,Boom
2009-01,2009,1,"St. John's, Newfoundland and Labrador",Total (house and land),86.8,normal,69.9,24.177396280400558,Boom
2009-02,2009,2,"St. John's, Newfoundland and Labrador",Total (house and land),86.7,normal,72.0,20.41666666666667,Boom
2009-03,2009,3,"St. John's, Newfoundland and Labrador",Total (house and land),87.1,normal,72.1,20.804438280166437,Boom
2009-04,2009,4,"St. John's, Newfoundland and Labrador",Total (house and land),87.3,normal,74.6,17.024128686327085,Boom
2009-05,2009,5,"St. John's, Newfoundland and Labrador",Total (house and land),87.3,normal,77.4,12.790697674418594,Stable
2009-06,2009,6,"St. John's, Newfoundland and Labrador",Total (house and land),87.7,normal,79.6,10.175879396984936,Stable
2009-07,2009,7,"St. John's, Newfoundland and Labrador",Total (house and land),87.7,normal,82.0,6.9512195121951255,Stable
2009-08,2009,8,"St. John's, Newfoundland and Labrador",Total (house and land),88.7,normal,82.6,7.38498789346248,Stable
2009-09,2009,9,"St. John's, Newfoundland and Labrador",Total (house and land),88.7,normal,82.6,7.38498789346248,Stable
2009-10,2009,10,"St. John's, Newfoundland and Labrador",Total (house and land),88.7,normal,83.0,6.867469879518076,Stable
2009-11,2009,11,"St. John's, Newfoundland and Labrador",Total (house and land),89.3,normal,85.9,3.958090803259594,Stable
2009-12,2009,12,"St. John's, Newfoundland and Labrador",Total (house and land),89.9,normal,86.0,4.534883720930239,Stable
2010-01,2010,1,"St. John's, Newfoundland and Labrador",Total (house and land),91.5,normal,86.8,5.414746543778805,Stable
2010-02,2010,2,"St. John's, Newfoundland and Labrador",Total (house and land),91.5,normal,86.7,5.536332179930793,Stable
2010-03,2010,3,"St. John's, Newfoundland and Labrador",Total (house and land),91.5,normal,87.1,5.051664753157297,Stable
2010-04,2010,4,"St. John's, Newfoundland and Labrador",Total (house and land),92.5,normal,87.3,5.956471935853382,Stable
2010-05,2010,5,"St. John's, Newfoundland and Labrador",Total (house and land),92.7,normal,87.3,6.185567010309285,Stable
2010-06,2010,6,"St. John's, Newfoundland and Labrador",Total (house and land),93.0,normal,87.7,6.043329532497146,Stable
2010-07,2010,7,"St. John's, Newfoundland and Labrador",Total (house and land),93.0,normal,87.7,6.043329532497146,Stable
2010-08,2010,8,"St. John's, Newfoundland and Labrador",Total (house and land),93.0,normal,88.7,4.847801578353999,Stable
2010-09,2010,9,"St. John's, Newfoundland and Labrador",Total (house and land),93.0,normal,88.7,4.847801578353999,Stable
2010-10,2010,10,"St. John's, Newfoundland and Labrador",Total (house and land),93.0,normal,88.7,4.847801578353999,Stable
2010-11,2010,11,"St. John's, Newfoundland and Labrador",Total (house and land),97.0,normal,89.3,8.622620380739084,Stable
2010-12,2010,12,"St. John's, Newfoundland and Labrador",Total (house and land),97.0,normal,89.9,7.8976640711902055,Stable
2011-01,2011,1,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,91.5,6.229508196721315,Stable
2011-02,2011,2,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,91.5,6.229508196721315,Stable
2011-03,2011,3,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,91.5,6.229508196721315,Stable
2011-04,2011,4,"St. John's, Newfoundland and Labrador",Total (house and land),97.1,normal,92.5,4.972972972972967,Stable
2011-05,2011,5,"St. John's, Newfoundland and Labrador",Total (house and land),97.0,normal,92.7,4.638619201725994,Stable
2011-06,2011,6,"St. John's, Newfoundland and Labrador",Total (house and land),97.0,normal,93.0,4.301075268817205,Stable
2011-07,2011,7,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,93.0,4.19354838709678,Stable
2011-08,2011,8,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,93.0,4.19354838709678,Stable
2011-09,2011,9,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,93.0,4.19354838709678,Stable
2011-10,2011,10,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,93.0,4.19354838709678,Stable
2011-11,2011,11,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,97.0,-0.10309278350514879,Stable
2011-12,2011,12,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,97.0,-0.10309278350514879,Stable
2012-01,2012,1,"St. John's, Newfoundland and Labrador",Total (house and land),96.5,normal,97.2,-0.7201646090535008,Stable
2012-02,2012,2,"St. John's, Newfoundland and Labrador",Total (house and land),96.5,normal,97.2,-0.7201646090535008,Stable
2012-03,2012,3,"St. John's, Newfoundland and Labrador",Total (house and land),96.8,normal,97.2,-0.4115226337448618,Stable
2012-04,2012,4,"St. John's, Newfoundland and Labrador",Total (house and land),96.8,normal,97.1,-0.3089598352214183,Stable
2012-05,2012,5,"St. John's, Newfoundland and Labrador",Total (house and land),97.0,normal,97.0,0.0,Stable
2012-06,2012,6,"St. John's, Newfoundland and Labrador",Total (house and land),97.1,normal,97.0,0.10309278350514879,Stable
2012-07,2012,7,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,normal,96.9,0.8255933952528349,Stable
2012-08,2012,8,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,normal,96.9,0.8255933952528349,Stable
2012-09,2012,9,"St. John's, Newfoundland and Labrador",Total (house and land),97.5,normal,96.9,0.6191950464396226,Stable
2012-10,2012,10,"St. John's, Newfoundland and Labrador",Total (house and land),97.5,normal,96.9,0.6191950464396226,Stable
2012-11,2012,11,"St. John's, Newfoundland and Labrador",Total (house and land),97.5,normal,96.9,0.6191950464396226,Stable
2012-12,2012,12,"St. John's, Newfoundland and Labrador",Total (house and land),97.5,normal,96.9,0.6191950464396226,Stable
2013-01,2013,1,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,normal,96.5,1.243523316062179,Stable
2013-02,2013,2,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,normal,96.5,1.243523316062179,Stable
2013-03,2013,3,"St. John's, Newfoundland and Labrador",Total (house and land),97.7,normal,96.8,0.9297520661157084,Stable
2013-04,2013,4,"St. John's, Newfoundland and Labrador",Total (house and land),98.6,normal,96.8,1.8595041322314023,Stable
2013-05,2013,5,"St. John's, Newfoundland and Labrador",Total (house and land),98.8,normal,97.0,1.8556701030927807,Stable
2013-06,2013,6,"St. John's, Newfoundland and Labrador",Total (house and land),98.8,normal,97.1,1.7507723995880564,Stable
2013-07,2013,7,"St. John's, Newfoundland and Labrador",Total (house and land),99.4,normal,97.7,1.7400204708290714,Stable
2013-08,2013,8,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,97.7,1.9447287615148325,Stable
2013-09,2013,9,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,97.5,2.153846153846148,Stable
2013-10,2013,10,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,97.5,2.153846153846148,Stable
2013-11,2013,11,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,97.5,2.153846153846148,Stable
2013-12,2013,12,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,97.5,2.153846153846148,Stable
2014-01,2014,1,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,97.7,1.9447287615148325,Stable
2014-02,2014,2,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,97.7,1.9447287615148325,Stable
2014-03,2014,3,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,97.7,2.251791197543503,Stable
2014-04,2014,4,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,98.6,1.3184584178499101,Stable
2014-05,2014,5,"St. John's, Newfoundland and Labrador",Total (house and land),99.8,normal,98.8,1.0121457489878543,Stable
2014-06,2014,6,"St. John's, Newfoundland and Labrador",Total (house and land),99.7,normal,98.8,0.9109311740890746,Stable
2014-07,2014,7,"St. John's, Newfoundland and Labrador",Total (house and land),99.7,normal,99.4,0.301810865191144,Stable
2014-08,2014,8,"St. John's, Newfoundland and Labrador",Total (house and land),99.7,normal,99.6,0.10040160642571137,Stable
2014-09,2014,9,"St. John's, Newfoundland and Labrador",Total (house and land),99.7,normal,99.6,0.10040160642571137,Stable
2014-10,2014,10,"St. John's, Newfoundland and Labrador",Total (house and land),99.7,normal,99.6,0.10040160642571137,Stable
2014-11,2014,11,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,99.6,0.30120481927711984,Stable
2014-12,2014,12,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,99.6,0.30120481927711984,Stable
2015-01,2015,1,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,99.6,0.30120481927711984,Stable
2015-02,2015,2,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,99.6,0.30120481927711984,Stable
2015-03,2015,3,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,99.9,0.0,Stable
2015-04,2015,4,"St. John's, Newfoundland and Labrador",Total (house and land),99.9,normal,99.9,0.0,Stable
2015-05,2015,5,"St. John's, Newfoundland and Labrador",Total (house and land),99.8,normal,99.8,0.0,Stable
2015-06,2015,6,"St. John's, Newfoundland and Labrador",Total (house and land),99.8,normal,99.7,0.10030090270811867,Stable
2015-07,2015,7,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,normal,99.7,0.4012036108324889,Stable
2015-08,2015,8,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,normal,99.7,0.4012036108324889,Stable
2015-09,2015,9,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,normal,99.7,0.4012036108324889,Stable
2015-10,2015,10,"St. John's, Newfoundland and Labrador",Total (house and land),100.1,normal,99.7,0.4012036108324889,Stable
2015-11,2015,11,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.9,0.4004004004003918,Stable
2015-12,2015,12,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.9,0.4004004004003918,Stable
2016-01,2016,1,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.9,0.4004004004003918,Stable
2016-02,2016,2,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.9,0.4004004004003918,Stable
2016-03,2016,3,"St. John's, Newfoundland and Labrador",Total (house and land),100.2,normal,99.9,0.3003003003002974,Stable
2016-04,2016,4,"St. John's, Newfoundland and Labrador",Total (house and land),100.2,normal,99.9,0.3003003003002974,Stable
2016-05,2016,5,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.8,0.501002004008016,Stable
2016-06,2016,6,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.8,0.501002004008016,Stable
2016-07,2016,7,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.1,-0.09990009990009421,Stable
2016-08,2016,8,"St. John's, Newfoundland and Labrador",Total (house and land),99.8,normal,100.1,-0.2997002997002969,Stable
2016-09,2016,9,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.1,-0.09990009990009421,Stable
2016-10,2016,10,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.1,-0.09990009990009421,Stable
2016-11,2016,11,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.3,-0.29910269192422445,Stable
2016-12,2016,12,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.3,-0.29910269192422445,Stable
2017-01,2017,1,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,100.3,-0.6979062811565333,Stable
2017-02,2017,2,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,100.3,-0.6979062811565333,Stable
2017-03,2017,3,"St. John's, Newfoundland and Labrador",Total (house and land),99.5,normal,100.2,-0.6986027944111804,Stable
2017-04,2017,4,"St. John's, Newfoundland and Labrador",Total (house and land),99.5,normal,100.2,-0.6986027944111804,Stable
2017-05,2017,5,"St. John's, Newfoundland and Labrador",Total (house and land),99.5,normal,100.3,-0.7976071784646034,Stable
2017-06,2017,6,"St. John's, Newfoundland and Labrador",Total (house and land),99.4,normal,100.3,-0.8973080757726735,Stable
2017-07,2017,7,"St. John's, Newfoundland and Labrador",Total (house and land),99.4,normal,100.0,-0.5999999999999943,Stable
2017-08,2017,8,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,99.8,-0.9018036072144204,Stable
2017-09,2017,9,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,100.0,-1.0999999999999943,Stable
2017-10,2017,10,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,100.0,-1.0999999999999943,Stable
2017-11,2017,11,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,100.0,-1.0,Stable
2017-12,2017,12,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,100.0,-1.0,Stable
2018-01,2018,1,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.6,-0.6024096385542111,Stable
2018-02,2018,2,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.6,-0.6024096385542111,Stable
2018-03,2018,3,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.5,-0.5025125628140703,Stable
2018-04,2018,4,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.5,-0.5025125628140703,Stable
2018-05,2018,5,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,99.5,-0.6030150753768787,Stable
2018-06,2018,6,"St. John's, Newfoundland and Labrador",Total (house and land),98.7,normal,99.4,-0.7042253521126789,Stable
2018-07,2018,7,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,99.4,-0.5030181086519114,Stable
2018-08,2018,8,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,98.9,0.0,Stable
2018-09,2018,9,"St. John's, Newfoundland and Labrador",Total (house and land),98.5,normal,98.9,-0.40444893832154266,Stable
2018-10,2018,10,"St. John's, Newfoundland and Labrador",Total (house and land),98.4,normal,98.9,-0.5055611729019212,Stable
2018-11,2018,11,"St. John's, Newfoundland and Labrador",Total (house and land),98.0,normal,99.0,-1.0101010101010102,Stable
2018-12,2018,12,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147,Stable
2019-01,2019,1,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147,Stable
2019-02,2019,2,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147,Stable
2019-03,2019,3,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147,Stable
2019-04,2019,4,"St. John's, Newfoundland and Labrador",Total (house and land),97.8,normal,99.0,-1.212121212121215,Stable
2019-05,2019,5,"St. John's, Newfoundland and Labrador",Total (house and land),97.8,normal,98.9,-1.112234580384235,Stable
2019-06,2019,6,"St. John's, Newfoundland and Labrador",Total (house and land),97.3,normal,98.7,-1.4184397163120623,Stable
2019-07,2019,7,"St. John's, Newfoundland and Labrador",Total (house and land),97.1,normal,98.9,-1.8200202224469275,Stable
2019-08,2019,8,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,98.9,-2.0222446916076846,Stable
2019-09,2019,9,"St. John's, Newfoundland and Labrador",Total (house and land),97.0,normal,98.5,-1.5228426395939088,Stable
2019-10,2019,10,"St. John's, Newfoundland and Labrador",Total (house and land),97.3,normal,98.4,-1.1178861788617973,Stable
2019-11,2019,11,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.0,-0.6122448979591778,Stable
2019-12,2019,12,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.1,-0.7135575942915277,Stable
2020-01,2020,1,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.1,-0.7135575942915277,Stable
2020-02,2020,2,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.1,-0.7135575942915277,Stable
2020-03,2020,3,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,98.1,-0.9174311926605418,Stable
2020-04,2020,4,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,97.8,-0.6134969325153317,Stable
2020-05,2020,5,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,97.8,-0.6134969325153317,Stable
2020-06,2020,6,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,97.3,-0.10277492291880198,Stable
2020-07,2020,7,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,97.1,-0.20597322348093577,Stable
2020-08,2020,8,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,96.9,0.0,Stable
2020-09,2020,9,"St. John's, Newfoundland and Labrador",Total (house and land),98.0,normal,97.0,1.0309278350515463,Stable
2020-10,2020,10,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,97.3,2.774922918807814,Stable
2020-11,2020,11,"St. John's, Newfoundland and Labrador",Total (house and land),100.5,normal,97.4,3.1827515400410613,Stable
2020-12,2020,12,"St. John's, Newfoundland and Labrador",Total (house and land),100.7,normal,97.4,3.388090349075972,Stable
2021-01,2021,1,"St. John's, Newfoundland and Labrador",Total (house and land),100.7,normal,97.4,3.388090349075972,Stable
2021-02,2021,2,"St. John's, Newfoundland and Labrador",Total (house and land),100.7,normal,97.4,3.388090349075972,Stable
2021-03,2021,3,"St. John's, Newfoundland and Labrador",Total (house and land),101.5,normal,97.2,4.4238683127571985,Stable
2021-04,2021,4,"St. John's, Newfoundland and Labrador",Total (house and land),102.1,normal,97.2,5.041152263374476,Stable
2021-05,2021,5,"St. John's, Newfoundland and Labrador",Total (house and land),101.7,normal,97.2,4.62962962962963,Stable
2021-06,2021,6,"St. John's, Newfoundland and Labrador",Total (house and land),102.2,normal,97.2,5.1440329218107,Stable
2021-07,2021,7,"St. John's, Newfoundland and Labrador",Total (house and land),102.3,normal,96.9,5.572755417956647,Stable
