ref_date,year,month,geo,price_category,value,status,value_last_year,yoy_change
2015-12,2015,12,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.9,0.4004004004003918
2016-01,2016,1,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.9,0.4004004004003918
2016-02,2016,2,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.9,0.4004004004003918
2016-03,2016,3,"St. John's, Newfoundland and Labrador",Total (house and land),100.2,normal,99.9,0.3003003003002974
2016-04,2016,4,"St. John's, Newfoundland and Labrador",Total (house and land),100.2,normal,99.9,0.3003003003002974
2016-05,2016,5,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.8,0.501002004008016
2016-06,2016,6,"St. John's, Newfoundland and Labrador",Total (house and land),100.3,normal,99.8,0.501002004008016
2016-07,2016,7,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.1,-0.09990009990009421
2016-08,2016,8,"St. John's, Newfoundland and Labrador",Total (house and land),99.8,normal,100.1,-0.2997002997002969
2016-09,2016,9,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.1,-0.09990009990009421
2016-10,2016,10,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.1,-0.09990009990009421
2016-11,2016,11,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.3,-0.29910269192422445
2016-12,2016,12,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,100.3,-0.29910269192422445
2017-01,2017,1,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,100.3,-0.6979062811565333
2017-02,2017,2,"St. John's, Newfoundland and Labrador",Total (house and land),99.6,normal,100.3,-0.6979062811565333
2017-03,2017,3,"St. John's, Newfoundland and Labrador",Total (house and land),99.5,normal,100.2,-0.6986027944111804
2017-04,2017,4,"St. John's, Newfoundland and Labrador",Total (house and land),99.5,normal,100.2,-0.6986027944111804
2017-05,2017,5,"St. John's, Newfoundland and Labrador",Total (house and land),99.5,normal,100.3,-0.7976071784646034
2017-06,2017,6,"St. John's, Newfoundland and Labrador",Total (house and land),99.4,normal,100.3,-0.8973080757726735
2017-07,2017,7,"St. John's, Newfoundland and Labrador",Total (house and land),99.4,normal,100.0,-0.5999999999999943
2017-08,2017,8,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,99.8,-0.9018036072144204
2017-09,2017,9,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,100.0,-1.0999999999999943
2017-10,2017,10,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,100.0,-1.0999999999999943
2017-11,2017,11,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,100.0,-1.0
2017-12,2017,12,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,100.0,-1.0
2018-01,2018,1,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.6,-0.6024096385542111
2018-02,2018,2,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.6,-0.6024096385542111
2018-03,2018,3,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.5,-0.5025125628140703
2018-04,2018,4,"St. John's, Newfoundland and Labrador",Total (house and land),99.0,normal,99.5,-0.5025125628140703
2018-05,2018,5,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,99.5,-0.6030150753768787
2018-06,2018,6,"St. John's, Newfoundland and Labrador",Total (house and land),98.7,normal,99.4,-0.7042253521126789
2018-07,2018,7,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,99.4,-0.5030181086519114
2018-08,2018,8,"St. John's, Newfoundland and Labrador",Total (house and land),98.9,normal,98.9,0.0
2018-09,2018,9,"St. John's, Newfoundland and Labrador",Total (house and land),98.5,normal,98.9,-0.40444893832154266
2018-10,2018,10,"St. John's, Newfoundland and Labrador",Total (house and land),98.4,normal,98.9,-0.5055611729019212
2018-11,2018,11,"St. John's, Newfoundland and Labrador",Total (house and land),98.0,normal,99.0,-1.0101010101010102
2018-12,2018,12,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147
2019-01,2019,1,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147
2019-02,2019,2,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147
2019-03,2019,3,"St. John's, Newfoundland and Labrador",Total (house and land),98.1,normal,99.0,-0.9090909090909147
2019-04,2019,4,"St. John's, Newfoundland and Labrador",Total (house and land),97.8,normal,99.0,-1.212121212121215
2019-05,2019,5,"St. John's, Newfoundland and Labrador",Total (house and land),97.8,normal,98.9,-1.112234580384235
2019-06,2019,6,"St. John's, Newfoundland and Labrador",Total (house and land),97.3,normal,98.7,-1.4184397163120623
2019-07,2019,7,"St. John's, Newfoundland and Labrador",Total (house and land),97.1,normal,98.9,-1.8200202224469275
2019-08,2019,8,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,98.9,-2.0222446916076846
2019-09,2019,9,"St. John's, Newfoundland and Labrador",Total (house and land),97.0,normal,98.5,-1.5228426395939088
2019-10,2019,10,"St. John's, Newfoundland and Labrador",Total (house and land),97.3,normal,98.4,-1.1178861788617973
2019-11,2019,11,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.0,-0.6122448979591778
2019-12,2019,12,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.1,-0.7135575942915277
2020-01,2020,1,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.1,-0.7135575942915277
2020-02,2020,2,"St. John's, Newfoundland and Labrador",Total (house and land),97.4,normal,98.1,-0.7135575942915277
2020-03,2020,3,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,98.1,-0.9174311926605418
2020-04,2020,4,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,97.8,-0.6134969325153317
2020-05,2020,5,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,97.8,-0.6134969325153317
2020-06,2020,6,"St. John's, Newfoundland and Labrador",Total (house and land),97.2,normal,97.3,-0.10277492291880198
2020-07,2020,7,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,97.1,-0.20597322348093577
2020-08,2020,8,"St. John's, Newfoundland and Labrador",Total (house and land),96.9,normal,96.9,0.0
2020-09,2020,9,"St. John's, Newfoundland and Labrador",Total (house and land),98.0,normal,97.0,1.0309278350515463
2020-10,2020,10,"St. John's, Newfoundland and Labrador",Total (house and land),100.0,normal,97.3,2.774922918807814
2020-11,2020,11,"St. John's, Newfoundland and Labrador",Total (house and land),100.5,normal,97.4,3.1827515400410613
2020-12,2020,12,"St. John's, Newfoundland and Labrador",Total (house and land),100.7,normal,97.4,3.388090349075972
2021-01,2021,1,"St. John's, Newfoundland and Labrador",Total (house and land),100.7,normal,97.4,3.388090349075972
2021-02,2021,2,"St. John's, Newfoundland and Labrador",Total (house and land),100.7,normal,97.4,3.388090349075972
2021-03,2021,3,"St. John's, Newfoundland and Labrador",Total (house and land),101.5,normal,97.2,4.4238683127571985
2021-04,2021,4,"St. John's, Newfoundland and Labrador",Total (house and land),102.1,normal,97.2,5.041152263374476
2021-05,2021,5,"St. John's, Newfoundland and Labrador",Total (house and land),101.7,normal,97.2,4.62962962962963
2021-06,2021,6,"St. John's, Newfoundland and Labrador",Total (house and land),102.2,normal,97.2,5.1440329218107
2021-07,2021,7,"St. John's, Newfoundland and Labrador",Total (house and land),102.3,normal,96.9,5.572755417956647
2021-08,2021,8,"St. John's, Newfoundland and Labrador",Total (house and land),102.8,normal,96.9,6.088751289989671
2021-09,2021,9,"St. John's, Newfoundland and Labrador",Total (house and land),102.3,normal,98.0,4.387755102040813
2021-10,2021,10,"St. John's, Newfoundland and Labrador",Total (house and land),102.3,normal,100.0,2.299999999999997
2021-11,2021,11,"St. John's, Newfoundland and Labrador",Total (house and land),103.5,normal,100.5,2.9850746268656714
2021-12,2021,12,"St. John's, Newfoundland and Labrador",Total (house and land),103.5,normal,100.7,2.7805362462760645
2022-01,2022,1,"St. John's, Newfoundland and Labrador",Total (house and land),104.7,normal,100.7,3.9721946375372394
2022-02,2022,2,"St. John's, Newfoundland and Labrador",Total (house and land),104.7,normal,100.7,3.9721946375372394
2022-03,2022,3,"St. John's, Newfoundland and Labrador",Total (house and land),104.7,normal,101.5,3.1527093596059137
2022-04,2022,4,"St. John's, Newfoundland and Labrador",Total (house and land),104.7,normal,102.1,2.5465230166503514
2022-05,2022,5,"St. John's, Newfoundland and Labrador",Total (house and land),104.7,normal,101.7,2.949852507374631
2022-06,2022,6,"St. John's, Newfoundland and Labrador",Total (house and land),105.2,normal,102.2,2.935420743639922
2022-07,2022,7,"St. John's, Newfoundland and Labrador",Total (house and land),105.2,normal,102.3,2.834799608993163
2022-08,2022,8,"St. John's, Newfoundland and Labrador",Total (house and land),105.2,normal,102.8,2.334630350194558
2022-09,2022,9,"St. John's, Newfoundland and Labrador",Total (house and land),105.6,normal,102.3,3.2258064516129004
2022-10,2022,10,"St. John's, Newfoundland and Labrador",Total (house and land),105.6,normal,102.3,3.2258064516129004
2022-11,2022,11,"St. John's, Newfoundland and Labrador",Total (house and land),105.6,normal,103.5,2.0289855072463716
2022-12,2022,12,"St. John's, Newfoundland and Labrador",Total (house and land),105.6,normal,103.5,2.0289855072463716
2023-01,2023,1,"St. John's, Newfoundland and Labrador",Total (house and land),106.2,normal,104.7,1.4326647564469912
2023-02,2023,2,"St. John's, Newfoundland and Labrador",Total (house and land),106.2,normal,104.7,1.4326647564469912
2023-03,2023,3,"St. John's, Newfoundland and Labrador",Total (house and land),106.2,normal,104.7,1.4326647564469912
2023-04,2023,4,"St. John's, Newfoundland and Labrador",Total (house and land),105.8,normal,104.7,1.050620821394455
2023-05,2023,5,"St. John's, Newfoundland and Labrador",Total (house and land),105.8,normal,104.7,1.050620821394455
2023-06,2023,6,"St. John's, Newfoundland and Labrador",Total (house and land),105.8,normal,105.2,0.5703422053231885
2023-07,2023,7,"St. John's, Newfoundland and Labrador",Total (house and land),106.9,normal,105.2,1.6159695817490523
2023-08,2023,8,"St. John's, Newfoundland and Labrador",Total (house and land),106.9,normal,105.2,1.6159695817490523
2023-09,2023,9,"St. John's, Newfoundland and Labrador",Total (house and land),106.9,normal,105.6,1.2310606060606168
2023-10,2023,10,"St. John's, Newfoundland and Labrador",Total (house and land),106.9,normal,105.6,1.2310606060606168
2023-11,2023,11,"St. John's, Newfoundland and Labrador",Total (house and land),105.8,normal,105.6,0.18939393939394208
2023-12,2023,12,"St. John's, Newfoundland and Labrador",Total (house and land),105.8,normal,105.6,0.18939393939394208
2024-01,2024,1,"St. John's, Newfoundland and Labrador",Total (house and land),105.8,normal,106.2,-0.3766478342749583
2024-02,2024,2,"St. John's, Newfoundland and Labrador",Total (house and land),105.8,normal,106.2,-0.3766478342749583
2024-03,2024,3,"St. John's, Newfoundland and Labrador",Total (house and land),105.7,normal,106.2,-0.4708097928436911
2024-04,2024,4,"St. John's, Newfoundland and Labrador",Total (house and land),105.7,normal,105.8,-0.09451795841209293
2024-05,2024,5,"St. John's, Newfoundland and Labrador",Total (house and land),106.1,normal,105.8,0.2835538752362922
2024-06,2024,6,"St. John's, Newfoundland and Labrador",Total (house and land),107.1,normal,105.8,1.2287334593572752
2024-07,2024,7,"St. John's, Newfoundland and Labrador",Total (house and land),107.1,normal,106.9,0.18709073900840845
2024-08,2024,8,"St. John's, Newfoundland and Labrador",Total (house and land),107.1,normal,106.9,0.18709073900840845
2024-09,2024,9,"St. John's, Newfoundland and Labrador",Total (house and land),107.1,normal,106.9,0.18709073900840845
2024-10,2024,10,"St. John's, Newfoundland and Labrador",Total (house and land),107.1,normal,106.9,0.18709073900840845
1982-01,1982,1,"Toronto, Ontario",Total (house and land),32.7,normal,28.0,16.785714285714295
1982-02,1982,2,"Toronto, Ontario",Total (house and land),32.4,normal,28.5,13.684210526315784
1982-03,1982,3,"Toronto, Ontario",Total (house and land),32.4,normal,29.8,8.724832214765094
1982-04,1982,4,"Toronto, Ontario",Total (house and land),32.4,normal,31.2,3.8461538461538445
1982-05,1982,5,"Toronto, Ontario",Total (house and land),32.3,normal,32.3,0.0
1982-06,1982,6,"Toronto, Ontario",Total (house and land),32.1,normal,32.3,-0.6191950464396153
1982-07,1982,7,"Toronto, Ontario",Total (house and land),32.1,normal,32.2,-0.31055900621118454
1982-08,1982,8,"Toronto, Ontario",Total (house and land),31.6,normal,32.5,-2.7692307692307647
1982-09,1982,9,"Toronto, Ontario",Total (house and land),31.5,normal,32.6,-3.37423312883436
1982-10,1982,10,"Toronto, Ontario",Total (house and land),31.1,normal,32.5,-4.307692307692303
1982-11,1982,11,"Toronto, Ontario",Total (house and land),30.9,normal,32.5,-4.923076923076927
1982-12,1982,12,"Toronto, Ontario",Total (house and land),30.7,normal,32.5,-5.538461538461541
1983-01,1983,1,"Toronto, Ontario",Total (house and land),30.7,normal,32.7,-6.116207951070347
1983-02,1983,2,"Toronto, Ontario",Total (house and land),30.6,normal,32.4,-5.5555555555555465
1983-03,1983,3,"Toronto, Ontario",Total (house and land),30.6,normal,32.4,-5.5555555555555465
1983-04,1983,4,"Toronto, Ontario",Total (house and land),30.5,normal,32.4,-5.864197530864193
1983-05,1983,5,"Toronto, Ontario",Total (house and land),30.4,normal,32.3,-5.8823529411764675
1983-06,1983,6,"Toronto, Ontario",Total (house and land),30.6,normal,32.1,-4.672897196261682
1983-07,1983,7,"Toronto, Ontario",Total (house and land),30.5,normal,32.1,-4.984423676012465
1983-08,1983,8,"Toronto, Ontario",Total (house and land),30.5,normal,31.6,-3.481012658227853
1983-09,1983,9,"Toronto, Ontario",Total (house and land),30.5,normal,31.5,-3.1746031746031744
1983-10,1983,10,"Toronto, Ontario",Total (house and land),30.5,normal,31.1,-1.929260450160776
1983-11,1983,11,"Toronto, Ontario",Total (house and land),30.5,normal,30.9,-1.294498381877018
1983-12,1983,12,"Toronto, Ontario",Total (house and land),30.5,normal,30.7,-0.6514657980456003
1984-01,1984,1,"Toronto, Ontario",Total (house and land),30.5,normal,30.7,-0.6514657980456003
1984-02,1984,2,"Toronto, Ontario",Total (house and land),30.5,normal,30.6,-0.3267973856209197
1984-03,1984,3,"Toronto, Ontario",Total (house and land),30.6,normal,30.6,0.0
1984-04,1984,4,"Toronto, Ontario",Total (house and land),30.6,normal,30.5,0.32786885245902103
1984-05,1984,5,"Toronto, Ontario",Total (house and land),30.7,normal,30.4,0.9868421052631603
1984-06,1984,6,"Toronto, Ontario",Total (house and land),30.7,normal,30.6,0.32679738562090804
1984-07,1984,7,"Toronto, Ontario",Total (house and land),30.8,normal,30.5,0.9836065573770515
1984-08,1984,8,"Toronto, Ontario",Total (house and land),30.7,normal,30.5,0.6557377049180304
1984-09,1984,9,"Toronto, Ontario",Total (house and land),30.7,normal,30.5,0.6557377049180304
1984-10,1984,10,"Toronto, Ontario",Total (house and land),30.8,normal,30.5,0.9836065573770515
1984-11,1984,11,"Toronto, Ontario",Total (house and land),30.8,normal,30.5,0.9836065573770515
1984-12,1984,12,"Toronto, Ontario",Total (house and land),30.8,normal,30.5,0.9836065573770515
1985-01,1985,1,"Toronto, Ontario",Total (house and land),30.9,normal,30.5,1.3114754098360608
1985-02,1985,2,"Toronto, Ontario",Total (house and land),31.0,normal,30.5,1.639344262295082
1985-03,1985,3,"Toronto, Ontario",Total (house and land),31.1,normal,30.6,1.6339869281045754
1985-04,1985,4,"Toronto, Ontario",Total (house and land),31.1,normal,30.6,1.6339869281045754
1985-05,1985,5,"Toronto, Ontario",Total (house and land),31.1,normal,30.7,1.3029315960912122
1985-06,1985,6,"Toronto, Ontario",Total (house and land),31.3,normal,30.7,1.9543973941368125
1985-07,1985,7,"Toronto, Ontario",Total (house and land),31.5,normal,30.8,2.2727272727272703
1985-08,1985,8,"Toronto, Ontario",Total (house and land),31.7,normal,30.7,3.257328990228013
1985-09,1985,9,"Toronto, Ontario",Total (house and land),31.9,normal,30.7,3.9087947882736134
1985-10,1985,10,"Toronto, Ontario",Total (house and land),32.0,normal,30.8,3.896103896103894
1985-11,1985,11,"Toronto, Ontario",Total (house and land),32.3,normal,30.8,4.870129870129858
1985-12,1985,12,"Toronto, Ontario",Total (house and land),32.5,normal,30.8,5.519480519480517
1986-01,1986,1,"Toronto, Ontario",Total (house and land),33.3,normal,30.9,7.766990291262131
1986-02,1986,2,"Toronto, Ontario",Total (house and land),34.1,normal,31.0,10.000000000000005
1986-03,1986,3,"Toronto, Ontario",Total (house and land),34.6,normal,31.1,11.254019292604502
1986-04,1986,4,"Toronto, Ontario",Total (house and land),34.8,normal,31.1,11.897106109324744
1986-05,1986,5,"Toronto, Ontario",Total (house and land),35.3,normal,31.1,13.504823151125386
1986-06,1986,6,"Toronto, Ontario",Total (house and land),35.8,normal,31.3,14.37699680511181
1986-07,1986,7,"Toronto, Ontario",Total (house and land),36.2,normal,31.5,14.920634920634928
1986-08,1986,8,"Toronto, Ontario",Total (house and land),37.1,normal,31.7,17.03470031545742
1986-09,1986,9,"Toronto, Ontario",Total (house and land),38.9,normal,31.9,21.9435736677116
1986-10,1986,10,"Toronto, Ontario",Total (house and land),39.7,normal,32.0,24.062500000000007
1986-11,1986,11,"Toronto, Ontario",Total (house and land),40.6,normal,32.3,25.696594427244595
1986-12,1986,12,"Toronto, Ontario",Total (house and land),41.0,normal,32.5,26.153846153846157
1987-01,1987,1,"Toronto, Ontario",Total (house and land),41.5,normal,33.3,24.624624624624637
1987-02,1987,2,"Toronto, Ontario",Total (house and land),42.8,normal,34.1,25.513196480938404
1987-03,1987,3,"Toronto, Ontario",Total (house and land),45.5,normal,34.6,31.502890173410396
1987-04,1987,4,"Toronto, Ontario",Total (house and land),46.5,normal,34.8,33.62068965517243
1987-05,1987,5,"Toronto, Ontario",Total (house and land),47.0,normal,35.3,33.1444759206799
1987-06,1987,6,"Toronto, Ontario",Total (house and land),47.1,normal,35.8,31.56424581005588
1987-07,1987,7,"Toronto, Ontario",Total (house and land),47.3,normal,36.2,30.662983425414346
1987-08,1987,8,"Toronto, Ontario",Total (house and land),47.3,normal,37.1,27.49326145552559
1987-09,1987,9,"Toronto, Ontario",Total (house and land),47.7,normal,38.9,22.622107969151685
1987-10,1987,10,"Toronto, Ontario",Total (house and land),48.0,normal,39.7,20.906801007556666
1987-11,1987,11,"Toronto, Ontario",Total (house and land),48.1,normal,40.6,18.472906403940886
1987-12,1987,12,"Toronto, Ontario",Total (house and land),48.2,normal,41.0,17.560975609756106
1988-01,1988,1,"Toronto, Ontario",Total (house and land),48.2,normal,41.5,16.144578313253017
1988-02,1988,2,"Toronto, Ontario",Total (house and land),48.9,normal,42.8,14.252336448598136
1988-03,1988,3,"Toronto, Ontario",Total (house and land),49.7,normal,45.5,9.230769230769237
1988-04,1988,4,"Toronto, Ontario",Total (house and land),51.7,normal,46.5,11.182795698924737
1988-05,1988,5,"Toronto, Ontario",Total (house and land),53.1,normal,47.0,12.978723404255321
1988-06,1988,6,"Toronto, Ontario",Total (house and land),53.9,normal,47.1,14.437367303609335
1988-07,1988,7,"Toronto, Ontario",Total (house and land),54.2,normal,47.3,14.58773784355181
1988-08,1988,8,"Toronto, Ontario",Total (house and land),55.0,normal,47.3,16.279069767441868
1988-09,1988,9,"Toronto, Ontario",Total (house and land),57.1,normal,47.7,19.706498951781967
1988-10,1988,10,"Toronto, Ontario",Total (house and land),57.8,normal,48.0,20.41666666666666
1988-11,1988,11,"Toronto, Ontario",Total (house and land),59.2,normal,48.1,23.076923076923077
1988-12,1988,12,"Toronto, Ontario",Total (house and land),61.0,normal,48.2,26.556016597510368
1989-01,1989,1,"Toronto, Ontario",Total (house and land),61.9,normal,48.2,28.42323651452281
1989-02,1989,2,"Toronto, Ontario",Total (house and land),64.1,normal,48.9,31.083844580777086
1989-03,1989,3,"Toronto, Ontario",Total (house and land),65.9,normal,49.7,32.59557344064387
1989-04,1989,4,"Toronto, Ontario",Total (house and land),66.6,normal,51.7,28.82011605415859
1989-05,1989,5,"Toronto, Ontario",Total (house and land),66.7,normal,53.1,25.6120527306968
1989-06,1989,6,"Toronto, Ontario",Total (house and land),67.0,normal,53.9,24.304267161410024
1989-07,1989,7,"Toronto, Ontario",Total (house and land),67.0,normal,54.2,23.616236162361616
1989-08,1989,8,"Toronto, Ontario",Total (house and land),67.0,normal,55.0,21.818181818181817
1989-09,1989,9,"Toronto, Ontario",Total (house and land),67.1,normal,57.1,17.51313485113834
1989-10,1989,10,"Toronto, Ontario",Total (house and land),67.1,normal,57.8,16.089965397923873
1989-11,1989,11,"Toronto, Ontario",Total (house and land),67.3,normal,59.2,13.682432432432423
1989-12,1989,12,"Toronto, Ontario",Total (house and land),67.3,normal,61.0,10.327868852459012
1990-01,1990,1,"Toronto, Ontario",Total (house and land),67.2,normal,61.9,8.562197092084013
1990-02,1990,2,"Toronto, Ontario",Total (house and land),66.9,normal,64.1,4.368174726989098
1990-03,1990,3,"Toronto, Ontario",Total (house and land),66.8,normal,65.9,1.3657056145675135
1990-04,1990,4,"Toronto, Ontario",Total (house and land),66.2,normal,66.6,-0.6006006006005878
1990-05,1990,5,"Toronto, Ontario",Total (house and land),66.0,normal,66.7,-1.0494752623688197
1990-06,1990,6,"Toronto, Ontario",Total (house and land),64.4,normal,67.0,-3.880597014925365
1990-07,1990,7,"Toronto, Ontario",Total (house and land),63.7,normal,67.0,-4.925373134328354
1990-08,1990,8,"Toronto, Ontario",Total (house and land),62.8,normal,67.0,-6.268656716417914
1990-09,1990,9,"Toronto, Ontario",Total (house and land),61.5,normal,67.1,-8.345752608047682
1990-10,1990,10,"Toronto, Ontario",Total (house and land),60.6,normal,67.1,-9.687034277198201
1990-11,1990,11,"Toronto, Ontario",Total (house and land),59.3,normal,67.3,-11.887072808320951
1990-12,1990,12,"Toronto, Ontario",Total (house and land),59.1,normal,67.3,-12.184249628528969
1991-01,1991,1,"Toronto, Ontario",Total (house and land),56.8,normal,67.2,-15.476190476190485
1991-02,1991,2,"Toronto, Ontario",Total (house and land),54.0,normal,66.9,-19.282511210762337
1991-03,1991,3,"Toronto, Ontario",Total (house and land),53.9,normal,66.8,-19.311377245508982
1991-04,1991,4,"Toronto, Ontario",Total (house and land),53.7,normal,66.2,-18.8821752265861
1991-05,1991,5,"Toronto, Ontario",Total (house and land),54.3,normal,66.0,-17.72727272727273
1991-06,1991,6,"Toronto, Ontario",Total (house and land),54.3,normal,64.4,-15.683229813664608
1991-07,1991,7,"Toronto, Ontario",Total (house and land),54.3,normal,63.7,-14.75667189952905
1991-08,1991,8,"Toronto, Ontario",Total (house and land),54.0,normal,62.8,-14.012738853503182
1991-09,1991,9,"Toronto, Ontario",Total (house and land),54.0,normal,61.5,-12.195121951219512
1991-10,1991,10,"Toronto, Ontario",Total (house and land),53.9,normal,60.6,-11.05610561056106
1991-11,1991,11,"Toronto, Ontario",Total (house and land),53.1,normal,59.3,-10.455311973018542
1991-12,1991,12,"Toronto, Ontario",Total (house and land),53.2,normal,59.1,-9.983079526226732
1992-01,1992,1,"Toronto, Ontario",Total (house and land),53.0,normal,56.8,-6.690140845070418
1992-02,1992,2,"Toronto, Ontario",Total (house and land),52.1,normal,54.0,-3.518518518518516
1992-03,1992,3,"Toronto, Ontario",Total (house and land),52.1,normal,53.9,-3.339517625231906
1992-04,1992,4,"Toronto, Ontario",Total (house and land),52.1,normal,53.7,-2.979515828677842
1992-05,1992,5,"Toronto, Ontario",Total (house and land),51.9,normal,54.3,-4.4198895027624285
1992-06,1992,6,"Toronto, Ontario",Total (house and land),51.9,normal,54.3,-4.4198895027624285
1992-07,1992,7,"Toronto, Ontario",Total (house and land),51.7,normal,54.3,-4.788213627992623
1992-08,1992,8,"Toronto, Ontario",Total (house and land),51.6,normal,54.0,-4.444444444444442
1992-09,1992,9,"Toronto, Ontario",Total (house and land),51.2,normal,54.0,-5.18518518518518
1992-10,1992,10,"Toronto, Ontario",Total (house and land),51.2,normal,53.9,-5.009276437847858
1992-11,1992,11,"Toronto, Ontario",Total (house and land),51.1,normal,53.1,-3.766478342749529
1992-12,1992,12,"Toronto, Ontario",Total (house and land),51.0,normal,53.2,-4.135338345864667
1993-01,1993,1,"Toronto, Ontario",Total (house and land),51.0,normal,53.0,-3.7735849056603774
1993-02,1993,2,"Toronto, Ontario",Total (house and land),50.6,normal,52.1,-2.8790786948176583
1993-03,1993,3,"Toronto, Ontario",Total (house and land),50.6,normal,52.1,-2.8790786948176583
1993-04,1993,4,"Toronto, Ontario",Total (house and land),50.5,normal,52.1,-3.0710172744721715
1993-05,1993,5,"Toronto, Ontario",Total (house and land),50.1,normal,51.9,-3.468208092485544
1993-06,1993,6,"Toronto, Ontario",Total (house and land),50.7,normal,51.9,-2.312138728323691
1993-07,1993,7,"Toronto, Ontario",Total (house and land),50.3,normal,51.7,-2.7079303675048463
1993-08,1993,8,"Toronto, Ontario",Total (house and land),50.5,normal,51.6,-2.131782945736437
1993-09,1993,9,"Toronto, Ontario",Total (house and land),50.6,normal,51.2,-1.1718750000000027
1993-10,1993,10,"Toronto, Ontario",Total (house and land),50.3,normal,51.2,-1.757812500000011
1993-11,1993,11,"Toronto, Ontario",Total (house and land),50.2,normal,51.1,-1.76125244618395
1993-12,1993,12,"Toronto, Ontario",Total (house and land),50.2,normal,51.0,-1.5686274509803866
1994-01,1994,1,"Toronto, Ontario",Total (house and land),50.1,normal,51.0,-1.7647058823529385
1994-02,1994,2,"Toronto, Ontario",Total (house and land),50.0,normal,50.6,-1.185770750988145
1994-03,1994,3,"Toronto, Ontario",Total (house and land),50.1,normal,50.6,-0.9881422924901186
1994-04,1994,4,"Toronto, Ontario",Total (house and land),50.1,normal,50.5,-0.7920792079207893
1994-05,1994,5,"Toronto, Ontario",Total (house and land),50.1,normal,50.1,0.0
1994-06,1994,6,"Toronto, Ontario",Total (house and land),50.4,normal,50.7,-0.5917159763313693
1994-07,1994,7,"Toronto, Ontario",Total (house and land),50.4,normal,50.3,0.19880715705765692
1994-08,1994,8,"Toronto, Ontario",Total (house and land),50.5,normal,50.5,0.0
1994-09,1994,9,"Toronto, Ontario",Total (house and land),50.6,normal,50.6,0.0
1994-10,1994,10,"Toronto, Ontario",Total (house and land),50.7,normal,50.3,0.7952286282306277
1994-11,1994,11,"Toronto, Ontario",Total (house and land),50.5,normal,50.2,0.5976095617529823
1994-12,1994,12,"Toronto, Ontario",Total (house and land),50.5,normal,50.2,0.5976095617529823
1995-01,1995,1,"Toronto, Ontario",Total (house and land),50.6,normal,50.1,0.998003992015968
1995-02,1995,2,"Toronto, Ontario",Total (house and land),50.9,normal,50.0,1.7999999999999972
1995-03,1995,3,"Toronto, Ontario",Total (house and land),51.0,normal,50.1,1.7964071856287396
1995-04,1995,4,"Toronto, Ontario",Total (house and land),50.9,normal,50.1,1.5968063872255431
1995-05,1995,5,"Toronto, Ontario",Total (house and land),50.8,normal,50.1,1.3972055888223467
1995-06,1995,6,"Toronto, Ontario",Total (house and land),50.5,normal,50.4,0.19841269841270123
1995-07,1995,7,"Toronto, Ontario",Total (house and land),50.7,normal,50.4,0.5952380952381037
1995-08,1995,8,"Toronto, Ontario",Total (house and land),50.7,normal,50.5,0.39603960396040166
1995-09,1995,9,"Toronto, Ontario",Total (house and land),50.7,normal,50.6,0.19762845849802652
1995-10,1995,10,"Toronto, Ontario",Total (house and land),50.5,normal,50.7,-0.3944773175542462
1995-11,1995,11,"Toronto, Ontario",Total (house and land),50.3,normal,50.5,-0.39603960396040166
1995-12,1995,12,"Toronto, Ontario",Total (house and land),50.5,normal,50.5,0.0
1996-01,1996,1,"Toronto, Ontario",Total (house and land),50.6,normal,50.6,0.0
